course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,course_text
Python for Beginners | Emma Harris | Beginner,Python for Beginners,Emma Harris,Beginner,Yes,Yes,39.1,317.5,0.797,21600,"Course: Python for Beginners, Instructor: Emma Harris, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 39.1 hours, Price: 317.5, Feedback Score: 0.797"
Data Visualization with Tableau | Sophia Anderson | Advanced,Data Visualization with Tableau,Sophia Anderson,Advanced,Yes,Yes,17.5,346.56,0.48,24777,"Course: Data Visualization with Tableau, Instructor: Sophia Anderson, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 17.5 hours, Price: 346.56, Feedback Score: 0.48"
Fitness and Nutrition Coaching | Alexander Young | Advanced,Fitness and Nutrition Coaching,Alexander Young,Advanced,No,Yes,36.3,29.51,0.928,25469,"Course: Fitness and Nutrition Coaching, Instructor: Alexander Young, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 36.3 hours, Price: 29.51, Feedback Score: 0.928"
Networking and System Administration | Charlotte King | Beginner,Networking and System Administration,Charlotte King,Beginner,Yes,Yes,38.8,191.83,0.705,46042,"Course: Networking and System Administration, Instructor: Charlotte King, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 38.8 hours, Price: 191.83, Feedback Score: 0.705"
Personal Finance and Wealth Building | Dr. John Smith | Advanced,Personal Finance and Wealth Building,Dr. John Smith,Advanced,Yes,Yes,98.2,428.89,0.719,26047,"Course: Personal Finance and Wealth Building, Instructor: Dr. John Smith, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 98.2 hours, Price: 428.89, Feedback Score: 0.719"
Python for Beginners | Isabella Scott | Intermediate,Python for Beginners,Isabella Scott,Intermediate,No,Yes,54.4,310.15,0.64,21632,"Course: Python for Beginners, Instructor: Isabella Scott, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 54.4 hours, Price: 310.15, Feedback Score: 0.64"
AI for Business Leaders | Benjamin Lewis | Beginner,AI for Business Leaders,Benjamin Lewis,Beginner,Yes,Yes,12.7,60.56,0.594,16114,"Course: AI for Business Leaders, Instructor: Benjamin Lewis, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 12.7 hours, Price: 60.56, Feedback Score: 0.594"
Game Development with Unity | Isabella Scott | Advanced,Game Development with Unity,Isabella Scott,Advanced,Yes,Yes,25.6,300.42,0.82,23207,"Course: Game Development with Unity, Instructor: Isabella Scott, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 25.6 hours, Price: 300.42, Feedback Score: 0.82"
Photography and Video Editing | Prof. Emily Johnson | Advanced,Photography and Video Editing,Prof. Emily Johnson,Advanced,Yes,No,90.8,76.73,1.0,2575,"Course: Photography and Video Editing, Instructor: Prof. Emily Johnson, Difficulty: Advanced, Certification: Yes, Study Material: No, Duration: 90.8 hours, Price: 76.73, Feedback Score: 1.0"
Photography and Video Editing | Prof. Emily Johnson | Intermediate,Photography and Video Editing,Prof. Emily Johnson,Intermediate,Yes,Yes,98.4,488.1,0.935,22982,"Course: Photography and Video Editing, Instructor: Prof. Emily Johnson, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 98.4 hours, Price: 488.1, Feedback Score: 0.935"
Photography and Video Editing | Sarah Lee | Intermediate,Photography and Video Editing,Sarah Lee,Intermediate,Yes,Yes,34.7,315.29,0.96,46183,"Course: Photography and Video Editing, Instructor: Sarah Lee, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 34.7 hours, Price: 315.29, Feedback Score: 0.96"
Photography and Video Editing | Isabella Scott | Advanced,Photography and Video Editing,Isabella Scott,Advanced,No,Yes,56.5,105.16,0.673,6535,"Course: Photography and Video Editing, Instructor: Isabella Scott, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 56.5 hours, Price: 105.16, Feedback Score: 0.673"
AI for Business Leaders | Liam Adams | Intermediate,AI for Business Leaders,Liam Adams,Intermediate,No,Yes,95.5,150.37,0.617,30951,"Course: AI for Business Leaders, Instructor: Liam Adams, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 95.5 hours, Price: 150.37, Feedback Score: 0.617"
Stock Market and Trading Strategies | Olivia Taylor | Intermediate,Stock Market and Trading Strategies,Olivia Taylor,Intermediate,Yes,Yes,49.1,476.69,0.883,5911,"Course: Stock Market and Trading Strategies, Instructor: Olivia Taylor, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 49.1 hours, Price: 476.69, Feedback Score: 0.883"
AI for Business Leaders | Olivia Taylor | Intermediate,AI for Business Leaders,Olivia Taylor,Intermediate,Yes,No,21.8,486.76,0.64,11179,"Course: AI for Business Leaders, Instructor: Olivia Taylor, Difficulty: Intermediate, Certification: Yes, Study Material: No, Duration: 21.8 hours, Price: 486.76, Feedback Score: 0.64"
Networking and System Administration | Charlotte King | Intermediate,Networking and System Administration,Charlotte King,Intermediate,No,Yes,9.0,195.86,0.713,37998,"Course: Networking and System Administration, Instructor: Charlotte King, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 9.0 hours, Price: 195.86, Feedback Score: 0.713"
Game Development with Unity | Dr. John Smith | Beginner,Game Development with Unity,Dr. John Smith,Beginner,Yes,Yes,40.3,224.78,0.686,15808,"Course: Game Development with Unity, Instructor: Dr. John Smith, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 40.3 hours, Price: 224.78, Feedback Score: 0.686"
Networking and System Administration | William Thomas | Beginner,Networking and System Administration,William Thomas,Beginner,No,Yes,57.1,228.15,0.51,33544,"Course: Networking and System Administration, Instructor: William Thomas, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 57.1 hours, Price: 228.15, Feedback Score: 0.51"
Cloud Computing Essentials | Dr. John Smith | Intermediate,Cloud Computing Essentials,Dr. John Smith,Intermediate,No,Yes,80.9,39.93,0.859,7200,"Course: Cloud Computing Essentials, Instructor: Dr. John Smith, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 80.9 hours, Price: 39.93, Feedback Score: 0.859"
Fundamentals of Digital Marketing | Dr. Robert Davis | Beginner,Fundamentals of Digital Marketing,Dr. Robert Davis,Beginner,No,Yes,5.0,361.43,1.0,27690,"Course: Fundamentals of Digital Marketing, Instructor: Dr. Robert Davis, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 5.0 hours, Price: 361.43, Feedback Score: 1.0"
Stock Market and Trading Strategies | Dr. John Smith | Beginner,Stock Market and Trading Strategies,Dr. John Smith,Beginner,Yes,No,21.4,122.91,0.584,41458,"Course: Stock Market and Trading Strategies, Instructor: Dr. John Smith, Difficulty: Beginner, Certification: Yes, Study Material: No, Duration: 21.4 hours, Price: 122.91, Feedback Score: 0.584"
Cloud Computing Essentials | William Thomas | Advanced,Cloud Computing Essentials,William Thomas,Advanced,Yes,Yes,49.7,410.21,0.762,23842,"Course: Cloud Computing Essentials, Instructor: William Thomas, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 49.7 hours, Price: 410.21, Feedback Score: 0.762"
Networking and System Administration | Benjamin Lewis | Intermediate,Networking and System Administration,Benjamin Lewis,Intermediate,No,Yes,79.3,324.66,0.873,34541,"Course: Networking and System Administration, Instructor: Benjamin Lewis, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 79.3 hours, Price: 324.66, Feedback Score: 0.873"
Stock Market and Trading Strategies | Isabella Scott | Beginner,Stock Market and Trading Strategies,Isabella Scott,Beginner,Yes,Yes,11.8,360.99,0.71,45688,"Course: Stock Market and Trading Strategies, Instructor: Isabella Scott, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 11.8 hours, Price: 360.99, Feedback Score: 0.71"
Mobile App Development with Swift | Isabella Scott | Intermediate,Mobile App Development with Swift,Isabella Scott,Intermediate,No,Yes,69.3,200.45,0.659,10366,"Course: Mobile App Development with Swift, Instructor: Isabella Scott, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 69.3 hours, Price: 200.45, Feedback Score: 0.659"
DevOps and Continuous Deployment | Michael Brown | Beginner,DevOps and Continuous Deployment,Michael Brown,Beginner,Yes,Yes,24.4,39.57,0.549,49180,"Course: DevOps and Continuous Deployment, Instructor: Michael Brown, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 24.4 hours, Price: 39.57, Feedback Score: 0.549"
Ethical Hacking Masterclass | Dr. Mia Walker | Beginner,Ethical Hacking Masterclass,Dr. Mia Walker,Beginner,No,Yes,52.0,55.12,0.691,16310,"Course: Ethical Hacking Masterclass, Instructor: Dr. Mia Walker, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 52.0 hours, Price: 55.12, Feedback Score: 0.691"
Mobile App Development with Swift | Isabella Scott | Beginner,Mobile App Development with Swift,Isabella Scott,Beginner,Yes,Yes,59.3,327.75,0.942,41582,"Course: Mobile App Development with Swift, Instructor: Isabella Scott, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 59.3 hours, Price: 327.75, Feedback Score: 0.942"
DevOps and Continuous Deployment | Sarah Lee | Beginner,DevOps and Continuous Deployment,Sarah Lee,Beginner,No,Yes,41.0,183.49,1.0,34047,"Course: DevOps and Continuous Deployment, Instructor: Sarah Lee, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 41.0 hours, Price: 183.49, Feedback Score: 1.0"
Cybersecurity for Professionals | William Thomas | Advanced,Cybersecurity for Professionals,William Thomas,Advanced,No,Yes,45.0,267.93,0.732,16867,"Course: Cybersecurity for Professionals, Instructor: William Thomas, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 45.0 hours, Price: 267.93, Feedback Score: 0.732"
Advanced Machine Learning | Isabella Scott | Advanced,Advanced Machine Learning,Isabella Scott,Advanced,Yes,Yes,64.4,303.45,1.0,11322,"Course: Advanced Machine Learning, Instructor: Isabella Scott, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 64.4 hours, Price: 303.45, Feedback Score: 1.0"
Graphic Design with Canva | David Wilson | Beginner,Graphic Design with Canva,David Wilson,Beginner,Yes,No,87.3,460.19,0.989,29953,"Course: Graphic Design with Canva, Instructor: David Wilson, Difficulty: Beginner, Certification: Yes, Study Material: No, Duration: 87.3 hours, Price: 460.19, Feedback Score: 0.989"
Python for Beginners | James Clark | Beginner,Python for Beginners,James Clark,Beginner,Yes,Yes,67.0,275.5,0.624,34147,"Course: Python for Beginners, Instructor: James Clark, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 67.0 hours, Price: 275.5, Feedback Score: 0.624"
Data Visualization with Tableau | Daniel White | Intermediate,Data Visualization with Tableau,Daniel White,Intermediate,Yes,Yes,80.0,221.36,0.636,7302,"Course: Data Visualization with Tableau, Instructor: Daniel White, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 80.0 hours, Price: 221.36, Feedback Score: 0.636"
Photography and Video Editing | Emma Harris | Beginner,Photography and Video Editing,Emma Harris,Beginner,Yes,Yes,44.0,266.28,0.743,28437,"Course: Photography and Video Editing, Instructor: Emma Harris, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 44.0 hours, Price: 266.28, Feedback Score: 0.743"
Networking and System Administration | Dr. Mia Walker | Beginner,Networking and System Administration,Dr. Mia Walker,Beginner,No,Yes,21.0,158.35,0.998,47816,"Course: Networking and System Administration, Instructor: Dr. Mia Walker, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 21.0 hours, Price: 158.35, Feedback Score: 0.998"
Personal Finance and Wealth Building | Olivia Taylor | Advanced,Personal Finance and Wealth Building,Olivia Taylor,Advanced,Yes,Yes,81.2,397.19,0.645,49654,"Course: Personal Finance and Wealth Building, Instructor: Olivia Taylor, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 81.2 hours, Price: 397.19, Feedback Score: 0.645"
Photography and Video Editing | Jessica Martinez | Beginner,Photography and Video Editing,Jessica Martinez,Beginner,Yes,Yes,74.4,67.37,0.55,46388,"Course: Photography and Video Editing, Instructor: Jessica Martinez, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 74.4 hours, Price: 67.37, Feedback Score: 0.55"
Python for Beginners | Charlotte King | Advanced,Python for Beginners,Charlotte King,Advanced,No,Yes,58.8,391.06,0.653,23131,"Course: Python for Beginners, Instructor: Charlotte King, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 58.8 hours, Price: 391.06, Feedback Score: 0.653"
Advanced Machine Learning | Ethan Hall | Beginner,Advanced Machine Learning,Ethan Hall,Beginner,Yes,Yes,66.4,125.21,0.822,46752,"Course: Advanced Machine Learning, Instructor: Ethan Hall, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 66.4 hours, Price: 125.21, Feedback Score: 0.822"
DevOps and Continuous Deployment | Emma Harris | Intermediate,DevOps and Continuous Deployment,Emma Harris,Intermediate,Yes,Yes,88.6,175.86,0.458,20839,"Course: DevOps and Continuous Deployment, Instructor: Emma Harris, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 88.6 hours, Price: 175.86, Feedback Score: 0.458"
Project Management Fundamentals | Dr. Robert Davis | Intermediate,Project Management Fundamentals,Dr. Robert Davis,Intermediate,No,Yes,69.3,164.61,0.958,46643,"Course: Project Management Fundamentals, Instructor: Dr. Robert Davis, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 69.3 hours, Price: 164.61, Feedback Score: 0.958"
Cloud Computing Essentials | Isabella Scott | Beginner,Cloud Computing Essentials,Isabella Scott,Beginner,Yes,Yes,26.5,443.23,0.654,32819,"Course: Cloud Computing Essentials, Instructor: Isabella Scott, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 26.5 hours, Price: 443.23, Feedback Score: 0.654"
Blockchain and Decentralized Applications | Dr. John Smith | Beginner,Blockchain and Decentralized Applications,Dr. John Smith,Beginner,Yes,Yes,30.8,64.83,0.707,24093,"Course: Blockchain and Decentralized Applications, Instructor: Dr. John Smith, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 30.8 hours, Price: 64.83, Feedback Score: 0.707"
Game Development with Unity | Olivia Taylor | Advanced,Game Development with Unity,Olivia Taylor,Advanced,Yes,Yes,21.2,36.75,0.664,21963,"Course: Game Development with Unity, Instructor: Olivia Taylor, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 21.2 hours, Price: 36.75, Feedback Score: 0.664"
AI for Business Leaders | Jessica Martinez | Beginner,AI for Business Leaders,Jessica Martinez,Beginner,No,Yes,16.1,331.21,0.783,34931,"Course: AI for Business Leaders, Instructor: Jessica Martinez, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 16.1 hours, Price: 331.21, Feedback Score: 0.783"
Data Visualization with Tableau | Olivia Taylor | Beginner,Data Visualization with Tableau,Olivia Taylor,Beginner,Yes,Yes,69.7,457.71,0.749,15341,"Course: Data Visualization with Tableau, Instructor: Olivia Taylor, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 69.7 hours, Price: 457.71, Feedback Score: 0.749"
Photography and Video Editing | David Wilson | Beginner,Photography and Video Editing,David Wilson,Beginner,No,Yes,19.7,471.32,0.938,838,"Course: Photography and Video Editing, Instructor: David Wilson, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 19.7 hours, Price: 471.32, Feedback Score: 0.938"
Game Development with Unity | Dr. Mia Walker | Advanced,Game Development with Unity,Dr. Mia Walker,Advanced,No,Yes,6.1,481.5,0.889,41004,"Course: Game Development with Unity, Instructor: Dr. Mia Walker, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 6.1 hours, Price: 481.5, Feedback Score: 0.889"
Personal Finance and Wealth Building | James Clark | Intermediate,Personal Finance and Wealth Building,James Clark,Intermediate,Yes,Yes,45.1,306.95,0.558,15839,"Course: Personal Finance and Wealth Building, Instructor: James Clark, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 45.1 hours, Price: 306.95, Feedback Score: 0.558"
Networking and System Administration | Emma Harris | Advanced,Networking and System Administration,Emma Harris,Advanced,No,No,64.7,342.71,0.345,34850,"Course: Networking and System Administration, Instructor: Emma Harris, Difficulty: Advanced, Certification: No, Study Material: No, Duration: 64.7 hours, Price: 342.71, Feedback Score: 0.345"
Photography and Video Editing | Charlotte King | Beginner,Photography and Video Editing,Charlotte King,Beginner,Yes,Yes,45.6,150.73,0.665,47931,"Course: Photography and Video Editing, Instructor: Charlotte King, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 45.6 hours, Price: 150.73, Feedback Score: 0.665"
